Source,Target
Sana,2084-G1
Sana,1583-D
Sana,1583-G
Sana,1799-B
Sana,1693-B
Sana,1952-D
Sana,1556-D
Sana,1952-G
Sana,1583-A
Sana,1750-B
Sana,1919-E
Sana,1906-B
Sana,2002-C
Sana,1844-F2
Sana,1758-D
Sana,1987-E
Sana,1556-A
Sana,1712-B
Sana,1870-E
Sana,1844-F1
Sana,1942-C1
Sana,1787-A
Sana,1830-C
Sana,1819-C
Sana,1942-C2
Sana,1896-F
Sana,1938-E
Sana,2021-E2
Sana,1887-C
Sana,1830-B
Sana,1819-B
Sana,1770-C
Sana,1530-C
Sana,1887-B
Sana,1817-A
Sana,1838-C
Sana,1994-C
Sana,1770-B
Sana,1530-B
Sana,1750-D
Sana,1877-C
Sana,2023-B
Sana,2062-E2
Sana,2062-C
Sana,1838-B
Sana,1779-A
Sana,1477-E
Sana,1712-D
Sana,1637-F
Sana,1859-D
Sana,1896-C
Sana,2053-B
Sana,1936-B
Sana,2061-D
Sana,1810-D
Sana,1965-A
Sana,1558-A
Sana,2072-G
Sana,1975-C
Sana,1859-A
Sana,2002-F1
Sana,1764-B
Sana,1753-B
Sana,2074-F
Sana,2023-D
Sana,1603-E
Sana,1737-E
Sana,1810-A
Sana,1726-B
Sana,1715-B
Sana,1984-A
Sana,1734-D
Sana,2034-B
Sana,1637-C
Sana,2053-D
Sana,2035-C
Sana,2066-D2
Sana,1621-F
Sana,2092-C
Sana,2035-B
Sana,1628-B
Sana,1608-D
Sana,1967-B1
Sana,1753-D
Sana,1735-C
Sana,2092-B
Sana,1720-E
Sana,1876-E
Sana,1852-B
Sana,1601-B
Sana,1735-B
Sana,1824-B2
Sana,1726-D
Sana,1715-D
Sana,1608-A
Sana,1906-M
Sana,1693-E
Sana,2006-A
Sana,2034-D
Sana,1827-E
Sana,1776-C
Sana,1889-A
Sana,2021-E1
Sana,1864-F
Sana,1750-E
Sana,2084-C
Sana,1906-E
Sana,1967-C
Sana,1776-B
Sana,1738-C
Sana,1621-C
Sana,1938-H
Sana,1870-D
Sana,2046-C
Sana,2002-E
Sana,1889-C2
Sana,1919-A
Sana,1870-G
Sana,1774-A
Sana,1718-B
Sana,2062-E1
Sana,1938-G
Sana,1987-A
Sana,1863-C
Sana,1746-E2
Sana,1720-D2
Sana,1746-C
Sana,1870-A
Sana,1753-A2
Sana,2053-I1
Sana,1863-B
Sana,1804-A
Sana,1799-D2
Sana,1770-E
Sana,1530-E
Sana,1864-C
Sana,1737-B
Sana,1893-B
Sana,1556-F
Sana,1774-F2
Sana,2057-E2
Sana,2057-C
Sana,1844-B
Sana,1835-D
Sana,1758-F
Sana,1477-A
Sana,2029-B
Sana,1912-B
Sana,2057-B
Sana,1951-I
Sana,1835-A
Sana,1824-A
Sana,2002-D1
Sana,1991-B
Sana,1583-C
Sana,1740-B
Sana,2066-A
Sana,1874-B
Sana,1799-F
Sana,1868-B2
Sana,1737-D
Sana,1942-B
Sana,1726-E
Sana,2039-A
Sana,1715-E
Sana,1787-C
Sana,2034-E
Sana,1603-A
Sana,2029-D
Sana,1787-B
Sana,2039-C1
Sana,1912-D
Sana,2029-G
Sana,2039-C2
Sana,2035-E
Sana,1817-C
Sana,1952-A
Sana,1628-E
Sana,1991-D
Sana,1740-D
Sana,1718-A2
Sana,2002-B
Sana,2072-F
Sana,1876-D
Sana,1810-F
Sana,2092-E
Sana,1817-B
Sana,1758-A
Sana,1601-E
Sana,1779-C
Sana,1735-E
Sana,1984-F
Sana,2046-E1
Sana,1906-H
Sana,1753-A1
Sana,1909-E
Sana,1827-D
Sana,1854-A2
Sana,1720-A
Sana,1876-A
Sana,2021-B
Sana,1746-E1
Sana,1799-A
Sana,1734-F
Sana,1558-C
Sana,1693-A
Sana,1827-A
Sana,1859-C
Sana,1994-B
Sana,2053-F
Sana,2084-E
Sana,1750-A
Sana,1558-B
Sana,1906-A
Sana,1738-E
Sana,2062-B
Sana,1938-J
Sana,1801-C
Sana,1764-F
Sana,1712-A
Sana,1868-A
Sana,1028-H
Sana,1628-D1
Sana,2057-E1
Sana,1896-B
Sana,1887-D
Sana,1801-B
Sana,1863-E
Sana,1770-D
Sana,1726-F
Sana,1715-F
Sana,1530-D
Sana,2021-E3
Sana,1830-A
Sana,1819-A
Sana,1975-B
Sana,2061-A
Sana,1838-D
Sana,1994-D
Sana,1994-G
Sana,1938-L
Sana,1530-A
Sana,2023-A
Sana,2062-D
Sana,1844-E
Sana,1838-A
Sana,2029-E
Sana,1870-F
Sana,1608-C
Sana,1912-E
Sana,1984-C1
Sana,1637-B
Sana,2006-C
Sana,1734-A
Sana,1984-C2
Sana,1938-F
Sana,1991-E
Sana,1938-K
Sana,3-D
Sana,1740-E
Sana,2053-A
Sana,1718-A1
Sana,1874-E
Sana,2061-F2
Sana,1936-A
Sana,1975-D
Sana,1942-E
Sana,2061-F1
Sana,1764-A
Sana,1774-C
Sana,1919-C
Sana,1952-J
Sana,1523-C
Sana,1854-A1
Sana,2073-D
Sana,2073-G
Sana,1987-C
Sana,1726-A
Sana,1523-B
Sana,1715-A
Sana,1870-C
Sana,741-C
Sana,2035-D
Sana,2034-A
Sana,1889-C1
Sana,1804-C
Sana,1938-C
Sana,2084-B
Sana,2073-A
Sana,1824-B1
Sana,1738-B
Sana,2085-C
Sana,1852-D
Sana,1621-B
Sana,1601-D
Sana,1817-E
Sana,1735-D
Sana,2046-B
Sana,1628-A
Sana,2085-B
Sana,1776-H
Sana,1909-G
Sana,1779-E
Sana,1707-A
Sana,1528-E
Sana,1852-A
Sana,1906-J
Sana,1601-A
Sana,1477-C
Sana,1746-B
Sana,1909-A
Sana,1764-G1
Sana,1952-F
Sana,1994-E
Sana,2084-D
Sana,2066-C
Sana,1864-B
Sana,1815-C
Sana,1967-D
Sana,1738-D
Sana,1558-E
Sana,1621-D
Sana,1774-F1
Sana,1987-F2
Sana,1919-F1
Sana,2066-B
Sana,1621-G
Sana,2002-D2
Sana,2046-D
Sana,1740-F
Sana,1987-F1
Sana,1876-F
Sana,1603-C
Sana,1906-L
Sana,1896-E
Sana,2039-B
Sana,1863-D
Sana,1746-D
Sana,2035-G1
Sana,1975-E
Sana,1583-B
Sana,1952-C
Sana,1556-C
Sana,1906-F
Sana,1912-H
Sana,1906-K
Sana,1844-D
Sana,1737-A
Sana,1556-B
Sana,1893-A
Sana,1758-C
Sana,1712-F
Sana,2057-D
Sana,1912-G
Sana,1637-E
Sana,1720-C
Sana,1844-A
Sana,1876-C
Sana,1868-B1
Sana,1874-D
Sana,1991-G
Sana,2029-A
Sana,1799-C
Sana,1912-A
Sana,2057-A
Sana,1693-C
Sana,1827-C
isaf27,1893-C
isaf27,1769-B2
isaf27,1656-B
isaf27,1942-D
isaf27,1942-F
isaf27,1704-D
isaf27,1781-D
isaf27,1984-E
isaf27,1781-F
isaf27,1942-G
isaf27,1608-A
isaf27,1854-B
isaf27,1975-B
isaf27,1616-E
isaf27,1779-B
isaf27,1994-D
isaf27,1677-D
isaf27,1994-F
isaf27,1743-D
isaf27,1743-F
isaf27,1773-L
isaf27,1994-G
isaf27,1942-A
isaf27,1743-G
isaf27,1746-A
isaf27,1967-E2
isaf27,1868-C
isaf27,1578-E
isaf27,1967-C
isaf27,1765-B
isaf27,1761-A
isaf27,1738-C
isaf27,1941-B
isaf27,1580-B
isaf27,1773-H
isaf27,1949-H
isaf27,1656-H
isaf27,2053-E
isaf27,1608-C
isaf27,1769-D2
isaf27,1773-J
isaf27,1984-C1
isaf27,1919-A
isaf27,1773-D
isaf27,1066-C
isaf27,2089-C1
isaf27,1773-F
isaf27,1781-H1
isaf27,849-A
isaf27,1718-B
isaf27,1984-C2
isaf27,1949-F
isaf27,1773-G
isaf27,1773-K
isaf27,1804-E
isaf27,1656-D
isaf27,1949-K
isaf27,1949-G
isaf27,1718-A1
isaf27,2053-A
isaf27,1608-E
isaf27,1746-C
isaf27,1936-A
isaf27,1975-D
isaf27,1630-A
isaf27,1685-A
isaf27,1876-B
isaf27,1779-D
isaf27,1761-C
isaf27,1779-F
isaf27,2057-E1
isaf27,1779-G
isaf27,1942-E
isaf27,1804-A
isaf27,1984-B
isaf27,1949-A
isaf27,1704-F
isaf27,1781-E
isaf27,1847-E
isaf27,1616-B
isaf27,1919-C
isaf27,1761-B
isaf27,1737-B
isaf27,1893-B
isaf27,1854-A1
isaf27,1743-E
isaf27,2053-C
isaf27,1704-A
isaf27,1919-E
isaf27,1781-A
isaf27,2057-E2
isaf27,1936-C
isaf27,1630-C
isaf27,2057-C
isaf27,1685-C
isaf27,2089-B2
isaf27,1718-D
isaf27,1784-D
isaf27,1804-C
isaf27,1994-A
isaf27,1949-C
isaf27,1677-A
isaf27,1743-A
isaf27,1942-C1
isaf27,1630-E
isaf27,2057-B
isaf27,1769-B1
isaf27,1738-B
isaf27,1641-F
isaf27,1773-E
isaf27,1942-C2
isaf27,1656-F
isaf27,1949-E
isaf27,1608-B
isaf27,1685-D1
isaf27,1984-D
isaf27,1784-A
isaf27,1704-C
isaf27,1781-C
isaf27,1854-D
isaf27,1868-B2
isaf27,1975-F
isaf27,1967-B2
isaf27,1737-D
isaf27,1893-D
isaf27,1-A
isaf27,1975-G
isaf27,1779-E
isaf27,1077-E
isaf27,1773-A
isaf27,1887-B
isaf27,1942-B
isaf27,1704-E
isaf27,1994-C
isaf27,1781-B
isaf27,1746-B
isaf27,1677-C
isaf27,1743-C
isaf27,1656-A
isaf27,128-B
isaf27,1175-C
isaf27,1975-A
isaf27,911-C
isaf27,1779-A
isaf27,1994-E
isaf27,1677-E
isaf27,71-A
isaf27,1919-B
isaf27,1967-D
isaf27,1738-D
isaf27,1648-F
isaf27,1738-F
isaf27,1773-C
isaf27,1919-F1
isaf27,1580-A
isaf27,2053-B
isaf27,1656-C
isaf27,1984-H
isaf27,1949-I
isaf27,1718-A2
isaf27,1630-B
isaf27,1685-B
isaf27,1876-D
isaf27,1967-E1
isaf27,1975-C
isaf27,1804-B
isaf27,1769-A
isaf27,1578-L
isaf27,1949-B
isaf27,1779-C
isaf27,1656-E
isaf27,1984-F
isaf27,1746-D
isaf27,1746-F
isaf27,1616-D
isaf27,1616-F
isaf27,1578-H
isaf27,1975-E
isaf27,1737-E
isaf27,1854-A2
isaf27,1876-A
isaf27,1769-C1
isaf27,1704-B
isaf27,1580-C
isaf27,2089-B1
isaf27,1919-D
isaf27,1984-A
isaf27,1746-E1
isaf27,1769-C2
isaf27,1616-A
isaf27,2089-A
isaf27,1737-A
isaf27,1893-A
isaf27,1994-B
isaf27,346-A
isaf27,1677-B
isaf27,1743-B
isaf27,2053-D
isaf27,1718-C
isaf27,2053-F
isaf27,1784-C
isaf27,1868-D
isaf27,1936-D
isaf27,1630-D
isaf27,2057-D
isaf27,2057-F
isaf27,1738-E
isaf27,1949-J
isaf27,2057-G
isaf27,1599-C
isaf27,1578-A
isaf27,1804-D
isaf27,1876-C
isaf27,1949-D
isaf27,1804-F
isaf27,1773-I
isaf27,1868-B1
isaf27,1784-B
isaf27,1608-D
isaf27,1967-B1
isaf27,1804-G
isaf27,1769-D1
isaf27,1868-A
isaf27,1854-C
isaf27,1967-A
isaf27,2057-A
isaf27,1616-C
isaf27,1773-B
isaf27,1738-A
isaf27,1737-C
Egor,2087-D
Egor,2043-F
Egor,1781-F
Egor,2063-E
Egor,1991-A
Egor,1980-A
Egor,2030-B
Egor,1948-E
Egor,2049-D
Egor,2031-C
Egor,2011-H
Egor,2000-H
Egor,1994-F
Egor,1809-D
Egor,2038-G
Egor,2087-A
Egor,1857-C
Egor,1992-B
Egor,1886-B
Egor,2062-F
Egor,339-A
Egor,2031-B
Egor,2011-D
Egor,2000-D
Egor,2071-D1
Egor,2011-G
Egor,2000-G
Egor,1809-A
Egor,1989-E
Egor,2072-C
Egor,2061-C
Egor,2050-C
Egor,2089-C1
Egor,2089-C2
Egor,1867-E2
Egor,1951-E
Egor,1929-E
Egor,1927-B
Egor,2072-B
Egor,2061-B
Egor,2050-B
Egor,1916-B
Egor,2030-D
Egor,1867-C
Egor,264-C
Egor,2091-C
Egor,1867-B
Egor,1992-D
Egor,1992-G
Egor,1822-F
Egor,2091-B
Egor,2043-A
Egor,2021-A
Egor,2053-C
Egor,1781-A
Egor,1936-C
Egor,1996-F
Egor,1932-E
Egor,2077-E
Egor,2066-E
Egor,1994-A
Egor,2004-C
Egor,2021-C1
Egor,1927-D
Egor,2033-B
Egor,2021-C2
Egor,2062-A
Egor,1914-E1
Egor,1907-G
Egor,1945-A
Egor,1934-A
Egor,1765-L
Egor,1860-C
Egor,1975-G
Egor,2034-C
Egor,1762-A
Egor,1907-A
Egor,1939-C
Egor,2063-B
Egor,1822-C
Egor,1968-B
Egor,1975-A
Egor,1996-C
Egor,1807-E
Egor,1879-C
Egor,2025-B
Egor,71-A
Egor,1919-B
Egor,2084-F
Egor,1850-H
Egor,2033-D
Egor,1937-A
Egor,2033-G
Egor,2000-E
Egor,1881-B
Egor,1870-B
Egor,1861-D
Egor,1850-D
Egor,1850-G
Egor,2066-D1
Egor,1931-F
Egor,1804-B
Egor,1949-B
Egor,1863-F
Egor,2063-D
Egor,2056-C
Egor,1832-B
Egor,1968-D
Egor,1799-E
Egor,1861-A
Egor,1850-A
Egor,2030-E
Egor,2056-B
Egor,1997-A
Egor,2025-D
Egor,2018-C
Egor,1862-C
Egor,1919-D
Egor,1867-E1
Egor,1992-E
Egor,1862-B
Egor,2031-E
Egor,1948-A
Egor,2034-F1
Egor,1923-F
Egor,2048-C
Egor,2037-C
Egor,2026-C
Egor,1765-A
Egor,1804-D
Egor,1775-C
Egor,1949-D
Egor,1931-C
Egor,1991-F
Egor,1769-D1
Egor,2084-A
Egor,2038-L
Egor,1927-E
Egor,2072-E
Egor,2061-E
Egor,2050-E
Egor,1989-A
Egor,1988-C
Egor,1775-B
Egor,1893-C
Egor,1769-B2
Egor,1922-B
Egor,2087-F
Egor,1951-A
Egor,1929-A
Egor,1979-B
Egor,1799-D1
Egor,2049-F
Egor,1863-A
Egor,2091-E
Egor,2038-K
Egor,1809-F
Egor,1923-C
Egor,2000-F
Egor,2053-E
Egor,1932-G
Egor,1991-C
Egor,1980-C
Egor,2018-F1
Egor,2009-B
Egor,1914-B
Egor,1922-D
Egor,1932-A
Egor,2077-A
Egor,1982-B
Egor,1876-B
Egor,2030-F
Egor,1979-D
Egor,2084-G1
Egor,1799-B
Egor,1968-E
Egor,1807-D
Egor,2025-E
Egor,1919-E
Egor,2009-D
Egor,1914-D
Egor,2018-F3
Egor,1945-F
Egor,2049-A
Egor,2038-A
Egor,1881-E
Egor,1857-B
Egor,1830-C
Egor,1943-A
Egor,1819-C
Egor,1982-D
Egor,1907-F
Egor,1980-F2
Egor,2021-E2
Egor,2011-A
Egor,2000-A
Egor,2043-C
Egor,1830-B
Egor,1832-E
Egor,1819-B
Egor,1781-C
Egor,1799-G
Egor,1980-F1
Egor,2056-E
Egor,1994-C
Egor,1781-B
Egor,2031-D
Egor,2030-A
Egor,2062-C
Egor,1862-E
Egor,1945-C
Egor,282-A
Egor,2033-F
Egor,1992-A
Egor,1762-C
Egor,1886-A
Egor,1907-C
Egor,2053-B
Egor,1936-B
Egor,1916-D
Egor,1850-F
Egor,2072-D
Egor,2061-D
Egor,2050-D
Egor,1807-G1
Egor,2048-E
Egor,1927-G
Egor,2072-G
Egor,2061-G
Egor,2050-G
Egor,1975-C
Egor,1775-E
Egor,2004-B
Egor,1922-E
Egor,1867-D
Egor,1927-A
Egor,1916-A
Egor,2072-A
Egor,1948-F
Egor,1979-E
Egor,2091-D
Egor,2025-F
Egor,2053-H
Egor,1860-B
Egor,1867-A
Egor,2034-B
Egor,236-A
Egor,1939-B
Egor,2014-A
Egor,2053-D
Egor,1822-B
Egor,1784-C
Egor,1936-D
Egor,2009-E
Egor,1996-B
Egor,2071-A
Egor,2066-D2
Egor,1879-B
Egor,1804-F
Egor,2004-D
Egor,1997-C
Egor,1784-B
Egor,2004-G
Egor,1929-F
Egor,1982-E
Egor,2033-A
Egor,1948-C
Egor,1882-C
Egor,2034-D
Egor,2038-J
Egor,2021-E1
Egor,2063-A
Egor,2084-C
Egor,1882-B
Egor,1968-A
Egor,1996-D
Egor,1989-C
Egor,2018-B
Egor,1932-F
Egor,1949-H
Egor,1881-D
Egor,1870-D
Egor,2036-A
Egor,2025-A
Egor,1857-E
Egor,1769-D2
Egor,1881-G
Egor,1919-A
Egor,1951-C
Egor,1929-C
Egor,2062-E1
Egor,1807-G2
Egor,1949-G
Egor,1863-C
Egor,1881-A
Egor,1870-A
Egor,2048-B
Egor,2037-B
Egor,2026-B
Egor,1931-B
Egor,2053-I1
Egor,2056-D
Egor,1863-B
Egor,1804-A
Egor,2043-E
Egor,2063-F2
Egor,1799-D2
Egor,1781-E
Egor,1832-A
Egor,1988-B
Egor,1893-B
Egor,1862-D
Egor,1807-F
Egor,2018-D
Egor,1862-G
Egor,1932-C
Egor,2057-E2
Egor,2057-C
Egor,2089-B2
Egor,1862-A
Egor,1923-B
Egor,2057-B
Egor,1769-B1
Egor,2048-D
Egor,2026-D
Egor,1775-D
Egor,1931-D
Egor,2048-G
Egor,1931-G
Egor,2004-E
Egor,1991-B
Egor,1980-B
Egor,2066-A
Egor,2087-C
Egor,1799-F
Egor,1893-D
Egor,2087-B
Egor,2049-C
Egor,2038-C
Egor,1809-C
Egor,1922-A
Egor,1943-C
Egor,1992-F
Egor,2034-E
Egor,2049-B
Egor,1979-A
Egor,2011-C
Egor,2000-C
Egor,1822-E
Egor,1809-B
Egor,1923-D
Egor,1996-E
Egor,1882-E1
Egor,1807-A
Egor,1991-D
Egor,1980-D
Egor,1927-F
Egor,2072-F
Egor,2050-F
Egor,1876-D
Egor,2020-A
Egor,2009-A
Egor,2030-C
Egor,1769-A
Egor,1914-A
Egor,1775-A2
Egor,1982-A
Egor,1992-C
Egor,1876-A
Egor,2043-B
Egor,2021-B
Egor,1769-C1
Egor,2091-F
Egor,2038-I
Egor,1769-C2
Egor,1799-A
Egor,2089-A
Egor,1994-B
Egor,2061-H1
Egor,2053-F
Egor,2038-N
Egor,1857-D
Egor,2084-E
Egor,1927-C
Egor,2062-B
Egor,1949-J
Egor,1916-C
Egor,1945-B
Egor,1934-B
Egor,2031-A
Egor,2004-F
Egor,1830-D
Egor,1857-A
Egor,2026-E
Egor,2057-E1
Egor,1762-B
Egor,1931-E
Egor,1907-B
Egor,2043-D
Egor,2021-D
Egor,1994-H
Egor,1863-E
Egor,1781-D
Egor,2009-G1
Egor,2021-E3
Egor,1968-F
Egor,1914-G1
Egor,1830-A
Egor,1819-A
Egor,1975-B
Egor,2061-A
Egor,2050-A
Egor,2071-C
Egor,1994-D
Egor,1994-G
Egor,1657-C
Egor,2071-B
Egor,2062-D
Egor,2033-C
Egor,440-B
Egor,1945-D
Egor,1881-F
Egor,1870-F
Egor,2091-A
Egor,1923-E
Egor,1943-E1
Egor,1861-C
Egor,1850-C
Egor,1762-D
Egor,1907-D
Egor,1949-F
Egor,1991-E
Egor,1980-E
Egor,1153-A
Egor,2053-A
Egor,158-A
Egor,2063-C
Egor,1861-B
Egor,1850-B
Egor,1936-A
Egor,1975-D
Egor,1968-C
Egor,1997-B
Egor,1775-A1
Egor,1860-D
Egor,2087-E
Egor,2061-F1
Egor,2004-A
Egor,2025-C
Egor,1919-C
Egor,1948-B
Egor,1862-F
Egor,1822-D
Egor,2049-E
Egor,1809-E
Egor,1860-A
Egor,1881-C
Egor,1870-C
Egor,1879-D
Egor,1996-G
Egor,2034-A
Egor,2011-E
Egor,1804-C
Egor,1949-C
Egor,2084-B
Egor,1822-A
Egor,1832-C
Egor,1989-B
Egor,2048-F
Egor,1775-F
Egor,1997-D
Egor,1996-A
Egor,1879-A
Egor,1784-A
Egor,1951-B
Egor,1929-B
Egor,1765-H
Egor,1948-D
Egor,2009-G2
Egor,1852-A
Egor,1914-G2
Egor,1882-D
Egor,2063-F1
Egor,2009-G3
Egor,1994-E
Egor,2056-A
Egor,2084-D
Egor,2077-C
Egor,2066-C
Egor,1919-F2
Egor,1989-D
Egor,1951-H
Egor,2009-F
Egor,1882-A
Egor,1914-F
Egor,1943-D1
Egor,1945-E
Egor,1932-B
Egor,2077-B
Egor,2066-B
Egor,2018-A
Egor,112-A
Egor,1919-F1
Egor,1949-I
Egor,1951-D
Egor,1929-D
Egor,1922-C
Egor,1822-G1
Egor,1907-E
Egor,1863-D
Egor,1979-C
Egor,1863-G
Egor,1975-E
Egor,2048-A
Egor,142-A
Egor,2037-A
Egor,2026-A
Egor,1807-C
Egor,1931-A
Egor,405-C
Egor,2089-B1
Egor,2056-F1
Egor,1988-A
Egor,2009-C
Egor,1807-B
Egor,1914-E2
Egor,2018-F2
Egor,1893-A
Egor,1932-D
Egor,1914-C
Egor,1943-B
Egor,1857-F
Egor,2057-D
Egor,2033-E
Egor,1982-C
Egor,1876-C
Egor,2011-B
Egor,2000-B
Egor,1991-G
Egor,1980-G
Egor,1861-E
Egor,1850-E
Egor,1799-C
Egor,1923-A
Egor,1769-D3
Egor,2057-A
Egor,281-A
umbrella-leaf,1942-D
umbrella-leaf,1781-F
umbrella-leaf,1942-G
umbrella-leaf,1991-A
umbrella-leaf,183-D
umbrella-leaf,1279-F
umbrella-leaf,1479-D
umbrella-leaf,1585-G
umbrella-leaf,997-C
umbrella-leaf,1994-F
umbrella-leaf,1942-A
umbrella-leaf,407-D
umbrella-leaf,1970-A2
umbrella-leaf,1809-G
umbrella-leaf,1787-G
umbrella-leaf,796-F
umbrella-leaf,1965-B
umbrella-leaf,2079-D
umbrella-leaf,1045-A
umbrella-leaf,1511-F
umbrella-leaf,1037-H
umbrella-leaf,1951-E
umbrella-leaf,2023-C
umbrella-leaf,388-D
umbrella-leaf,533-D
umbrella-leaf,1264-E
umbrella-leaf,896-E
umbrella-leaf,1651-E
umbrella-leaf,1446-D2
umbrella-leaf,1928-F
umbrella-leaf,2080-B
umbrella-leaf,2053-C
umbrella-leaf,724-E
umbrella-leaf,1965-D
umbrella-leaf,1936-C
umbrella-leaf,1307-G
umbrella-leaf,2066-E
umbrella-leaf,1994-A
umbrella-leaf,1753-C
umbrella-leaf,424-E
umbrella-leaf,17-E
umbrella-leaf,1975-H
umbrella-leaf,2062-A
umbrella-leaf,901-D
umbrella-leaf,1967-B2
umbrella-leaf,914-F
umbrella-leaf,1814-F
umbrella-leaf,1975-G
umbrella-leaf,1697-F
umbrella-leaf,599-E
umbrella-leaf,1444-D
umbrella-leaf,1264-D1
umbrella-leaf,1975-A
umbrella-leaf,1580-D
umbrella-leaf,2068-J
umbrella-leaf,2084-F
umbrella-leaf,587-F
umbrella-leaf,2068-A
umbrella-leaf,1987-B
umbrella-leaf,860-E
umbrella-leaf,1870-B
umbrella-leaf,364-D
umbrella-leaf,2066-D1
umbrella-leaf,1909-C
umbrella-leaf,267-C
umbrella-leaf,1746-F
umbrella-leaf,575-I
umbrella-leaf,1400-F
umbrella-leaf,1442-E
umbrella-leaf,1924-E
umbrella-leaf,240-F
umbrella-leaf,2018-C
umbrella-leaf,1534-G
umbrella-leaf,1100-F
umbrella-leaf,997-E
umbrella-leaf,1142-E
umbrella-leaf,891-E
umbrella-leaf,1943-D2
umbrella-leaf,1987-D
umbrella-leaf,1553-H
umbrella-leaf,2068-F
umbrella-leaf,1965-E
umbrella-leaf,1848-E
umbrella-leaf,1949-D
umbrella-leaf,1991-F
umbrella-leaf,2084-A
umbrella-leaf,1383-F
umbrella-leaf,1854-C
umbrella-leaf,1967-A
umbrella-leaf,1951-G
umbrella-leaf,1466-H
umbrella-leaf,1198-F
umbrella-leaf,1942-F
umbrella-leaf,1909-F2
umbrella-leaf,1951-A
umbrella-leaf,487-E
umbrella-leaf,1979-B
umbrella-leaf,1477-D
umbrella-leaf,1909-F1
umbrella-leaf,1285-F
umbrella-leaf,438-E
umbrella-leaf,1338-E
umbrella-leaf,1439-D
umbrella-leaf,1866-F
umbrella-leaf,2053-E
umbrella-leaf,1991-C
umbrella-leaf,2018-F1
umbrella-leaf,138-E
umbrella-leaf,1434-E
umbrella-leaf,2077-A
umbrella-leaf,1237-H
umbrella-leaf,1982-B
umbrella-leaf,1396-E
umbrella-leaf,1083-C
umbrella-leaf,1979-D
umbrella-leaf,2084-G1
umbrella-leaf,1207-G
umbrella-leaf,348-D
umbrella-leaf,1583-G
umbrella-leaf,923-E
umbrella-leaf,482-D
umbrella-leaf,1305-G
umbrella-leaf,913-E
umbrella-leaf,2018-F3
umbrella-leaf,512-D
umbrella-leaf,1987-E
umbrella-leaf,10-D
umbrella-leaf,1736-E
umbrella-leaf,1870-E
umbrella-leaf,1942-C1
umbrella-leaf,1943-A
umbrella-leaf,1982-D
umbrella-leaf,1942-C2
umbrella-leaf,798-E
umbrella-leaf,547-E
umbrella-leaf,1436-E
umbrella-leaf,1975-F
umbrella-leaf,1220-F
umbrella-leaf,1799-G
umbrella-leaf,1763-F
umbrella-leaf,2057-A
umbrella-leaf,1994-C
umbrella-leaf,643-E
umbrella-leaf,2023-B
umbrella-leaf,883-B
umbrella-leaf,1787-I
umbrella-leaf,235-C
umbrella-leaf,2062-E2
umbrella-leaf,2062-C
umbrella-leaf,1109-E
umbrella-leaf,103-E
umbrella-leaf,446-D
umbrella-leaf,2053-B
umbrella-leaf,1936-B
umbrella-leaf,1599-F
umbrella-leaf,1965-A
umbrella-leaf,1975-C
umbrella-leaf,991-F
umbrella-leaf,1823-F
umbrella-leaf,2023-D
umbrella-leaf,1572-F
umbrella-leaf,1458-E
umbrella-leaf,1455-F
umbrella-leaf,1264-D2
umbrella-leaf,1979-E
umbrella-leaf,1966-B
umbrella-leaf,850-E
umbrella-leaf,198-D
umbrella-leaf,187-D
umbrella-leaf,1386-C
umbrella-leaf,2053-D
umbrella-leaf,1936-D
umbrella-leaf,1491-H
umbrella-leaf,1025-E
umbrella-leaf,2066-D2
umbrella-leaf,963-C
umbrella-leaf,19-E
umbrella-leaf,30-E
umbrella-leaf,932-G
umbrella-leaf,1967-B1
umbrella-leaf,406-E
umbrella-leaf,1291-F
umbrella-leaf,1436-F
umbrella-leaf,1970-G2
umbrella-leaf,1951-F
umbrella-leaf,1368-G
umbrella-leaf,1982-E
umbrella-leaf,1184-A3
umbrella-leaf,1909-B
umbrella-leaf,949-E
umbrella-leaf,1693-E
umbrella-leaf,1682-E
umbrella-leaf,1827-E
umbrella-leaf,702-F
umbrella-leaf,2084-C
umbrella-leaf,504-E
umbrella-leaf,1967-C
umbrella-leaf,1404-E
umbrella-leaf,838-C
umbrella-leaf,2018-B
umbrella-leaf,1870-D
umbrella-leaf,741-D
umbrella-leaf,1870-G
umbrella-leaf,1617-E
umbrella-leaf,1951-C
umbrella-leaf,204-E
umbrella-leaf,1707-D
umbrella-leaf,360-E
umbrella-leaf,98-E
umbrella-leaf,2062-E1
umbrella-leaf,888-F
umbrella-leaf,1987-A
umbrella-leaf,1870-A
umbrella-leaf,1172-E
umbrella-leaf,2053-I1
umbrella-leaf,1845-F
umbrella-leaf,1979-F
umbrella-leaf,724-C
umbrella-leaf,1129-D
umbrella-leaf,2018-D
umbrella-leaf,1943-F
umbrella-leaf,1534-F2
umbrella-leaf,1972-B
umbrella-leaf,2057-E2
umbrella-leaf,1148-H
umbrella-leaf,2068-C
umbrella-leaf,2057-C
umbrella-leaf,1373-F
umbrella-leaf,618-F
umbrella-leaf,1936-E
umbrella-leaf,2068-B
umbrella-leaf,2057-B
umbrella-leaf,1970-A3
umbrella-leaf,1991-B
umbrella-leaf,2066-A
umbrella-leaf,1033-G
umbrella-leaf,1854-D
umbrella-leaf,1510-J
umbrella-leaf,848-D
umbrella-leaf,1603-D
umbrella-leaf,1987-G1
