Id,Label,Type,Tags,Rating,Title
1444-E,1444-E,Problem,"brute force,dfs and similar,dp,interactive,trees",3500,Finding the Vertex
1444-D,1444-D,Problem,"constructive algorithms,dp,geometry",2900,Rectangular Polyline
1444-C,1444-C,Problem,"data structures,dfs and similar,dsu,graphs",2500,Team-Building
1444-B,1444-B,Problem,"combinatorics,math,sortings",1900,Divide and Sum
1444-A,1444-A,Problem,"brute force,math,number theory",1500,Division
1443-E,1443-E,Problem,"brute force,math,two pointers",2400,Long Permutation
1443-C,1443-C,Problem,"binary search,greedy,sortings",1400,The Delivery Dilemma
1443-B,1443-B,Problem,"dp,greedy,math,sortings",1300,Saving the City
1443-A,1443-A,Problem,"constructive algorithms,math",800,Kids Seating
1442-F,1442-F,Problem,"games,interactive",3400,Differentiating Games
1442-E,1442-E,Problem,"binary search,constructive algorithms,dfs and similar,dp,greedy,trees",3000,"Black, White and Grey Tree"
1442-D,1442-D,Problem,"data structures,divide and conquer,dp,greedy",2800,Sum
1442-C,1442-C,Problem,"dfs and similar,graphs,greedy,shortest paths",2400,Graph Transpositions
1442-B,1442-B,Problem,"combinatorics,data structures,dsu,greedy,implementation",1800,Identify the Operations
1442-A,1442-A,Problem,"constructive algorithms,dp,greedy",1800,Extreme Subtraction
1440-B,1440-B,Problem,"greedy,math",900,Sum of Medians
1440-A,1440-A,Problem,"implementation,math",800,Buy the String
1439-E,1439-E,Problem,"bitmasks,data structures,games,trees",3500,Cheat and Win
1439-D,1439-D,Problem,"combinatorics,dp,fft",3100,INOI Final Contests
1439-C,1439-C,Problem,"binary search,data structures,divide and conquer,greedy,implementation",2600,Greedy Shopping
1439-B,1439-B,Problem,"constructive algorithms,data structures,graphs",2600,Graph Subset Problem
1439-A2,1439-A2,Problem,"constructive algorithms,graphs,greedy,implementation",1900,Binary Table (Hard Version)
1439-A1,1439-A1,Problem,"constructive algorithms,implementation",1500,Binary Table (Easy Version)
1438-F,1438-F,Problem,"interactive,probabilities,trees",3000,Olha and Igor
1438-E,1438-E,Problem,"binary search,bitmasks,brute force,constructive algorithms,divide and conquer,two pointers",2500,Yurii Can Do Everything
1438-D,1438-D,Problem,"bitmasks,constructive algorithms,math",2200,Powerful Ksenia
1438-C,1438-C,Problem,"2-sat,chinese remainder theorem,constructive algorithms,fft,flows",2000,Engineer Artem
1438-B,1438-B,Problem,"constructive algorithms,data structures,greedy,sortings",1000,Valerii Against Everyone
1438-A,1438-A,Problem,"constructive algorithms,implementation",800,Specific Tastes of Andre 
1437-G,1437-G,Problem,"data structures,string suffix structures,strings,trees",2600,Death DBMS
1437-F,1437-F,Problem,"combinatorics,dp,math,two pointers",2600,Emotional Fishermen
1437-E,1437-E,Problem,"binary search,constructive algorithms,data structures,dp,implementation",2200,Make It Increasing
1437-D,1437-D,Problem,"graphs,greedy,shortest paths,trees",1600,Minimal Height Tree
1437-C,1437-C,Problem,"dp,flows,graph matchings,greedy,math,sortings",1800,Chef Monocarp
1437-B,1437-B,Problem,"constructive algorithms,greedy",1200,Reverse Binary Strings
1437-A,1437-A,Problem,"brute force,constructive algorithms,greedy,math",800,Marketing Scheme
1436-F,1436-F,Problem,"combinatorics,math,number theory",2800,Sum Over Subsets
1436-E,1436-E,Problem,"binary search,data structures,two pointers",2400,Complicated Computations
1436-D,1436-D,Problem,"binary search,dfs and similar,graphs,greedy,trees",1900,Bandit in a City
1436-C,1436-C,Problem,"binary search,combinatorics",1500,Binary Search
1436-B,1436-B,Problem,"constructive algorithms,math",900,Prime Square
1436-A,1436-A,Problem,math,800,Reorder
1434-E,1434-E,Problem,"dsu,games",3500,A Convex Game
1433-G,1433-G,Problem,"brute force,graphs,shortest paths",2100,Reducing Delivery Cost
1433-F,1433-F,Problem,dp,2100,Zero Remainder Sum 
1433-E,1433-E,Problem,"combinatorics,math",1300,Two Round Dances
1433-D,1433-D,Problem,"constructive algorithms,dfs and similar",1200,Districts Connection
1433-C,1433-C,Problem,"constructive algorithms,greedy",900,Dominant Piranha
1433-B,1433-B,Problem,"greedy,implementation",800,Yet Another Bookshelf
1433-A,1433-A,Problem,"implementation,math",800,Boring Apartments
1431-J,1431-J,Problem,"*special,dp",3400,Zero-XOR Array
1431-I,1431-I,Problem,"*special,strings",2900,Cyclic Shifts
1431-H,1431-H,Problem,"*special,brute force,greedy,two pointers",2600,Rogue-like Game
1431-G,1431-G,Problem,"*special,dp,games,greedy",2100,Number Deletion Game
1431-F,1431-F,Problem,"*special,binary search,greedy",2100,Neural Network Problem
1431-E,1431-E,Problem,*special,2000,Chess Match
1431-D,1431-D,Problem,"*special,greedy",1500,Used Markers
1431-C,1431-C,Problem,"*special,implementation",1600,Black Friday
1431-B,1431-B,Problem,"*special,implementation,two pointers",1400,Polycarp and the Language of Gods
1431-A,1431-A,Problem,*special,800,Selling Hamburgers
1430-G,1430-G,Problem,"bitmasks,dfs and similar,dp,flows,graphs,math",2600,Yet Another DAG Problem
1430-F,1430-F,Problem,"dp,greedy",2600,Realistic Gameplay
1430-E,1430-E,Problem,"data structures,greedy,strings",1900,String Reversal
1430-D,1430-D,Problem,"binary search,data structures,greedy,two pointers",1700,String Deletion
1430-C,1430-C,Problem,"constructive algorithms,data structures,greedy,implementation,math",1000,Numbers on Whiteboard
1430-B,1430-B,Problem,"greedy,implementation,sortings",800,Barrels
1430-A,1430-A,Problem,"brute force,constructive algorithms,math",900,Number of Apartments
1428-H,1428-H,Problem,"binary search,interactive",3500,Rotary Laser Lock
1428-G2,1428-G2,Problem,"dp,greedy",3000,Lucky Numbers (Hard Version)
1428-G1,1428-G1,Problem,"dp,greedy",2900,Lucky Numbers (Easy Version)
1428-F,1428-F,Problem,"binary search,data structures,divide and conquer,dp,two pointers",2400,Fruit Sequences
1428-E,1428-E,Problem,"binary search,data structures,greedy,math,sortings",2200,Carrots for Rabbits
1428-D,1428-D,Problem,"constructive algorithms,greedy,implementation",1900,Bouncing Boomerangs
1428-C,1428-C,Problem,"brute force,data structures,greedy,strings",1100,ABBB
1428-B,1428-B,Problem,"graphs,implementation",1200,Belted Rooms
1428-A,1428-A,Problem,math,800,Box is Pull
1427-H,1427-H,Problem,"binary search,games,geometry,ternary search",3500,Prison Break
1427-G,1427-G,Problem,"flows,graphs",3300,One Billion Shades of Grey
1427-F,1427-F,Problem,"data structures,greedy,trees",3200,Boring Card Game
1427-E,1427-E,Problem,"bitmasks,constructive algorithms,math,matrices,number theory",2500,Xum
1427-D,1427-D,Problem,"constructive algorithms,implementation",2000,Unshuffling a Deck
1427-C,1427-C,Problem,dp,2000,The Hard Work of Paparazzi
1427-B,1427-B,Problem,"greedy,implementation,sortings",1400,Chess Cheater
1427-A,1427-A,Problem,"math,sortings",900,Avoiding Zero
1426-F,1426-F,Problem,"combinatorics,dp,strings",2000,Number of Subsequences
1426-E,1426-E,Problem,"brute force,constructive algorithms,flows,greedy,math",1800,"Rock, Paper, Scissors"
1426-D,1426-D,Problem,"constructive algorithms,data structures,greedy,sortings",1500,Non-zero Segments
1426-C,1426-C,Problem,"binary search,constructive algorithms,math",1100,Increase and Copy
1426-B,1426-B,Problem,implementation,900,Symmetric Matrix
1426-A,1426-A,Problem,"implementation,math",800,Floor Number
1425-I,1425-I,Problem,data structures,2800,Impressive Harvesting of The Orchard
1425-H,1425-H,Problem,constructive algorithms,1300,Huge Boxes of Animal Toys
1425-F,1425-F,Problem,interactive,1400,Flamingoes of Mystery
1425-E,1425-E,Problem,"greedy,implementation",2200,Excitation of Atoms
1425-D,1425-D,Problem,"combinatorics,dp,math",2300,Danger of Mad Snakes
1425-C,1425-C,Problem,math,3100,Captain of Knights
1425-B,1425-B,Problem,"divide and conquer,dp",2600,Blue and Red of Our Faculty!
1425-A,1425-A,Problem,"games,greedy",1400,Arena of Greed
1424-M,1424-M,Problem,"graphs,sortings",2200,Ancient Language
1424-G,1424-G,Problem,"data structures,sortings",1300,Years
1423-N,1423-N,Problem,,3500,BubbleSquare Tokens
1423-M,1423-M,Problem,interactive,2800,Milutin's Plums
1423-L,1423-L,Problem,meet-in-the-middle,2600,Light switches
1423-K,1423-K,Problem,"binary search,math,number theory,two pointers",1600,Lonely Numbers
1423-J,1423-J,Problem,"bitmasks,constructive algorithms,dp,math",2400,Bubble Cup hypothesis
1423-I,1423-I,Problem,bitmasks,3000,Lookup Tables
1423-H,1423-H,Problem,"data structures,divide and conquer,dsu,graphs",2500,Virus
1423-G,1423-G,Problem,data structures,3500,Growing flowers
1423-F,1423-F,Problem,math,2700,Coins
1423-E,1423-E,Problem,geometry,2700,5G Antenna Towers
1423-D,1423-D,Problem,,3100,Does anyone else hate the wind?
1423-C,1423-C,Problem,"divide and conquer,graphs,trees",3500,Dušan's Railway
1423-B,1423-B,Problem,"binary search,flows,graph matchings,graphs",1900,Valuable Paper
1423-A,1423-A,Problem,,3500,Wakanda Forever
1422-F,1422-F,Problem,"data structures,math,number theory",2700,Boring Queries
1422-E,1422-E,Problem,"dp,greedy,implementation,strings",2700,Minlexes
1422-D,1422-D,Problem,"graphs,shortest paths,sortings",2300,Returning Home
1422-C,1422-C,Problem,"combinatorics,dp,math",1700,Bargain
1422-B,1422-B,Problem,"greedy,implementation,math",1300,Nice Matrix
1422-A,1422-A,Problem,"geometry,math",800,Fence
1421-E,1421-E,Problem,"brute force,dp,implementation",2700,Swedish Heroes
1421-D,1421-D,Problem,"brute force,constructive algorithms,greedy,implementation,math,shortest paths",1900,Hexagons
1421-C,1421-C,Problem,"constructive algorithms,strings",1400,Palindromifier
1421-B,1421-B,Problem,"constructive algorithms,implementation",1100,Putting Bricks in the Wall
1421-A,1421-A,Problem,"bitmasks,greedy,math",800,XORwice
1420-E,1420-E,Problem,"dp,greedy",2500,Battle Lemmings
1420-D,1420-D,Problem,"combinatorics,data structures,sortings",1800,Rescue Nibel!
1420-C2,1420-C2,Problem,"data structures,divide and conquer,dp,greedy,implementation",2100,Pokémon Army (hard version)
1420-C1,1420-C1,Problem,"constructive algorithms,dp,greedy",1300,Pokémon Army (easy version)
1420-B,1420-B,Problem,"bitmasks,math",1200,Rock and Lever
1420-A,1420-A,Problem,"math,sortings",900,Cubes Sorting
1419-F,1419-F,Problem,"binary search,data structures,dfs and similar,dsu,graphs,implementation",2800,Rain of Fire
1419-E,1419-E,Problem,"constructive algorithms,implementation,math,number theory",2100,Decryption
1419-D2,1419-D2,Problem,"binary search,brute force,constructive algorithms,greedy,sortings,two pointers",1500,Sage's Birthday (hard version)
1419-D1,1419-D1,Problem,"binary search,constructive algorithms,greedy,sortings",1000,Sage's Birthday (easy version)
1419-C,1419-C,Problem,"greedy,implementation,math",1500,Killjoy
1419-B,1419-B,Problem,"brute force,constructive algorithms,greedy,implementation,math",1200,Stairs
1419-A,1419-A,Problem,"games,greedy,implementation",900,Digit Game
1418-G,1418-G,Problem,"data structures,divide and conquer,hashing,two pointers",2500,Three Occurrences
1418-F,1418-F,Problem,"data structures,math,number theory,two pointers",3000,Equal Product
1418-E,1418-E,Problem,"binary search,combinatorics,probabilities",2400,Expected Damage
1418-D,1418-D,Problem,"data structures,implementation",2100,Trash Problem
1418-C,1418-C,Problem,"dp,graphs,greedy,shortest paths",1500,Mortal Kombat Tower
1418-B,1418-B,Problem,"greedy,sortings",1300,Negative Prefixes
1418-A,1418-A,Problem,math,1000,Buying Torches
1417-B,1417-B,Problem,"greedy,math,sortings",1100,Two Arrays
1417-A,1417-A,Problem,"greedy,math",800,Copy-paste
1416-F,1416-F,Problem,"flows,graph matchings,greedy,implementation",3300,Showing Off
1416-E,1416-E,Problem,"binary search,data structures,dp,greedy",3200,Split
1416-D,1416-D,Problem,"data structures,dsu,graphs,implementation,trees",2600,Graph and Queries
1416-C,1416-C,Problem,"bitmasks,data structures,divide and conquer,dp,greedy,math,sortings,strings,trees",2000,XOR Inverse
1416-B,1416-B,Problem,"constructive algorithms,greedy,math",2000,Make Them Equal
1416-A,1416-A,Problem,"binary search,data structures,implementation,two pointers",1500,k-Amazing Numbers
1415-F,1415-F,Problem,dp,2900,Cakes for Clones
1415-E,1415-E,Problem,"constructive algorithms,greedy,math",2200,New Game Plus!
1415-D,1415-D,Problem,"bitmasks,brute force,constructive algorithms",2000,XOR-gun
1415-C,1415-C,Problem,"brute force,dp,implementation",1400,Bouncing Ball
1415-B,1415-B,Problem,"brute force,brute force,greedy",1100,Repainting Street
1415-A,1415-A,Problem,"brute force,math",800,Prison Break
1413-F,1413-F,Problem,"data structures,trees",2800,Roads and Ramen
1413-E,1413-E,Problem,"greedy,math,ternary search",2100,Solo mid Oracle
1413-D,1413-D,Problem,"data structures,greedy,implementation",1700,Shurikens
1413-C,1413-C,Problem,"binary search,brute force,dp,implementation,sortings,two pointers",1900,Perform Easily
1413-B,1413-B,Problem,implementation,1100,A New Technique
1413-A,1413-A,Problem,"constructive algorithms,math",800,Finding Sasuke
1411-G,1411-G,Problem,"bitmasks,games,math,matrices",2700,No Game No Life
1411-F,1411-F,Problem,"greedy,math",3000,The Thorny Path
1411-E,1411-E,Problem,"bitmasks,greedy,math,strings",2300,Poman Numbers
1411-D,1411-D,Problem,"brute force,greedy,implementation,strings",2100,Grime Zoo
1411-C,1411-C,Problem,"dfs and similar,dsu,graphs",1700,Peaceful Rooks
1411-B,1411-B,Problem,"brute force,number theory",1000,Fair Numbers
1411-A,1411-A,Problem,implementation,800,In-game Chat
1409-F,1409-F,Problem,"dp,strings",2100,Subsequences of Length Two
1409-E,1409-E,Problem,"binary search,dp,sortings,two pointers",1800,Two Platforms
1409-D,1409-D,Problem,"greedy,math",1500,Decrease the Sum of Digits
1409-C,1409-C,Problem,"brute force,math,number theory",1200,Yet Another Array Restoration
1409-B,1409-B,Problem,"brute force,greedy,math",1100,Minimum Product
1409-A,1409-A,Problem,"greedy,math",800,Yet Another Two Integers Problem
1408-I,1408-I,Problem,"dp,math",3200,Bitwise Magic
1408-H,1408-H,Problem,"binary search,data structures,flows,greedy",3300,Rainbow Triples
1408-G,1408-G,Problem,"combinatorics,dp,dsu,fft,graphs,trees",2700,Clusterization Counting
1408-F,1408-F,Problem,"constructive algorithms,divide and conquer",2300,Two Different
1408-E,1408-E,Problem,"data structures,dsu,graphs,greedy,sortings,trees",2400,Avoid Rainbow Cycles
1408-D,1408-D,Problem,"binary search,brute force,data structures,dp,implementation,sortings,two pointers",2000,Searchlights
1408-C,1408-C,Problem,"binary search,dp,implementation,math,two pointers",1500,Discrete Acceleration
1408-B,1408-B,Problem,"constructive algorithms,greedy,math",1400,Arrays Sum
1408-A,1408-A,Problem,constructive algorithms,800,Circle Coloring
1407-E,1407-E,Problem,"constructive algorithms,dfs and similar,dp,graphs,greedy,shortest paths",2500,Egor in the Republic of Dagestan
1407-D,1407-D,Problem,"data structures,dp,graphs",2200,Discrete Centrifugal Jumps
1407-C,1407-C,Problem,"constructive algorithms,interactive,math,two pointers",1600,Chocolate Bunny
1407-B,1407-B,Problem,"brute force,greedy,math,number theory",1300,Big Vova
1407-A,1407-A,Problem,"constructive algorithms,math",1100,Ahahahahahahahaha
1406-E,1406-E,Problem,"interactive,math,number theory",2600,Deleting Numbers
1406-D,1406-D,Problem,"constructive algorithms,data structures,greedy,math",2200,Three Sequences
1406-C,1406-C,Problem,"constructive algorithms,dfs and similar,graphs,trees",1700,Link Cut Centroids
1406-B,1406-B,Problem,"brute force,dp,greedy,implementation,sortings",1200,Maximum Product
1406-A,1406-A,Problem,"greedy,implementation,math",900,Subset Mex
1405-B,1405-B,Problem,"constructive algorithms,implementation",1000,Array Cancellation
1405-A,1405-A,Problem,constructive algorithms,800,Permutation Forgery
1404-E,1404-E,Problem,"flows,graph matchings,graphs",2800,Bricks
1404-D,1404-D,Problem,"constructive algorithms,dfs and similar,interactive,math,number theory",2800,Game of Pairs
1404-C,1404-C,Problem,"binary search,constructive algorithms,data structures,greedy,two pointers",2300,Fixed Point Removal
1404-B,1404-B,Problem,"dfs and similar,dp,games,trees",1900,Tree Tag
1404-A,1404-A,Problem,"implementation,strings",1500,Balanced Bitstring
1403-C,1403-C,Problem,"*special,combinatorics,dp,implementation,math",3200,Chess Rush
1403-B,1403-B,Problem,"*special,data structures,dfs and similar,graphs,trees",2300,Spring cleaning
1403-A,1403-A,Problem,"*special,2-sat,binary search,data structures,graphs,interactive,sortings,two pointers",2400,The Potion of Great Power
1402-C,1402-C,Problem,"*special,combinatorics,dfs and similar,dp,games,graphs,matrices,trees",2600,Star Trek
1402-B,1402-B,Problem,"*special,geometry,sortings",2900,Roads
1402-A,1402-A,Problem,"*special,data structures,dsu,implementation,math,sortings",1800,Fancy Fence
1401-F,1401-F,Problem,"binary search,bitmasks,data structures",2400,Reverse and Swap
1401-E,1401-E,Problem,"data structures,geometry,implementation,sortings",2400,Divide Square
1401-D,1401-D,Problem,"dfs and similar,dp,greedy,implementation,math,number theory,sortings,trees",1800,Maximum Distributed Tree
1401-C,1401-C,Problem,"constructive algorithms,math,number theory,sortings",1300,Mere Array
1401-B,1401-B,Problem,"constructive algorithms,greedy,math",1100,Ternary Sequence
1401-A,1401-A,Problem,"constructive algorithms,math",900,Distance and Axis
1400-G,1400-G,Problem,"bitmasks,brute force,combinatorics,dp,dsu,math,two pointers",2600,Mercenaries
1400-F,1400-F,Problem,"brute force,dfs and similar,dp,string suffix structures,strings",2800,x-prime Substrings
1400-E,1400-E,Problem,"data structures,divide and conquer,dp,greedy",2200,Clear the Multiset
1400-D,1400-D,Problem,"brute force,combinatorics,data structures,math,two pointers",1900,Zigzags
1400-C,1400-C,Problem,"2-sat,brute force,constructive algorithms,greedy",1500,Binary String Reconstruction
1400-B,1400-B,Problem,"brute force,greedy,math",1700,RPG Protagonist
1400-A,1400-A,Problem,"constructive algorithms,strings",800,String Similarity
1399-F,1399-F,Problem,"data structures,dp,graphs,sortings",2300,Yet Another Segments Subset
1399-E2,1399-E2,Problem,"binary search,dfs and similar,greedy,sortings,trees,two pointers",2200,Weights Division (hard version)
1399-E1,1399-E1,Problem,"data structures,dfs and similar,greedy,trees",2000,Weights Division (easy version)
1399-D,1399-D,Problem,"constructive algorithms,data structures,greedy,implementation",1500,Binary String To Subsequences
1399-C,1399-C,Problem,"brute force,greedy,two pointers",1200,Boats Competition
1399-B,1399-B,Problem,greedy,800,Gifts Fixing
1399-A,1399-A,Problem,"greedy,sortings",800,Remove Smallest
1398-G,1398-G,Problem,"bitmasks,fft,math,number theory",2600,Running Competition
1398-F,1398-F,Problem,"binary search,data structures,dp,greedy,two pointers",2500,Controversial Rounds
1398-E,1398-E,Problem,"binary search,data structures,greedy,implementation,math,sortings",2200,Two Types of Spells
1398-D,1398-D,Problem,"dp,greedy,sortings",1800,Colored Rectangles
1398-C,1398-C,Problem,"data structures,dp,math",1600,Good Subarrays
1398-B,1398-B,Problem,"games,greedy,sortings",800,Substring Removal Game
1398-A,1398-A,Problem,"geometry,math",800,Bad Triangle
1397-B,1397-B,Problem,"brute force,math,number theory,sortings",1500,Power Sequence
1397-A,1397-A,Problem,"greedy,strings",800,Juggling Letters
1396-E,1396-E,Problem,"constructive algorithms,dfs and similar,trees",3200,Distance Matching
1396-D,1396-D,Problem,"data structures,sortings,two pointers",3300,Rainbow Rectangles
1396-C,1396-C,Problem,"dp,greedy,implementation",2300,Monster Invaders
1396-B,1396-B,Problem,"brute force,constructive algorithms,games,greedy",1800,Stoned Game
1396-A,1396-A,Problem,"constructive algorithms,greedy,number theory",1600,Multiples of Length
1395-C,1395-C,Problem,"bitmasks,brute force,dp,greedy",1600,Boboniu and Bit Operations
1395-B,1395-B,Problem,constructive algorithms,1100,Boboniu Plays Chess
1395-A,1395-A,Problem,"brute force,math",1000,Boboniu Likes to Color Balls
1394-E,1394-E,Problem,strings,3500,Boboniu and Banknote Collection
1394-D,1394-D,Problem,"dp,greedy,sortings,trees",2800,Boboniu and Jianghu
1394-C,1394-C,Problem,"binary search,geometry,ternary search",2600,Boboniu and String
1394-B,1394-B,Problem,"brute force,dfs and similar,graphs,hashing",2300,Boboniu Walks on Graph
1394-A,1394-A,Problem,"dp,greedy,sortings,two pointers",1800,Boboniu Chats with Du
1393-E2,1393-E2,Problem,"dp,hashing,implementation,string suffix structures,strings,two pointers",3200,Twilight and Ancient Scroll (harder version)
1393-E1,1393-E1,Problem,"dp,hashing,implementation,string suffix structures,strings",2800,Twilight and Ancient Scroll (easier version)
1393-D,1393-D,Problem,"dfs and similar,dp,implementation,shortest paths",2100,Rarity and New Dress
1393-C,1393-C,Problem,"constructive algorithms,greedy,math,sortings",1700,Pinkie Pie Eats Patty-cakes
1393-B,1393-B,Problem,"constructive algorithms,data structures,greedy,implementation",1400,Applejack and Storages
1393-A,1393-A,Problem,"greedy,math",800,"Rainbow Dash, Fluttershy and Chess Coloring"
1392-I,1392-I,Problem,"fft,graphs,math",3300,Kevin and Grid
1392-H,1392-H,Problem,"combinatorics,dp,math,probabilities",3000,ZS Shuffles Cards
1392-G,1392-G,Problem,"bitmasks,dfs and similar,dp,math,shortest paths",2900,Omkar and Pies
1392-F,1392-F,Problem,"binary search,constructive algorithms,data structures,greedy,math",2400,Omkar and Landslide
1392-E,1392-E,Problem,"bitmasks,constructive algorithms,interactive,math",2100,Omkar and Duck
1392-D,1392-D,Problem,"dp,greedy",1700,Omkar and Bed Wars
1392-C,1392-C,Problem,"greedy,implementation",1200,Omkar and Waterslide
1392-B,1392-B,Problem,"implementation,math",800,Omkar and Infinity Clock
1392-A,1392-A,Problem,"greedy,math",800,Omkar and Password
1391-E,1391-E,Problem,"constructive algorithms,dfs and similar,graphs,greedy,trees",2600,Pairs of Pairs
1391-D,1391-D,Problem,"bitmasks,brute force,constructive algorithms,dp,greedy,implementation",2000,505
1391-C,1391-C,Problem,"combinatorics,dp,graphs,math",1500,Cyclic Permutations 
1391-B,1391-B,Problem,"brute force,greedy,implementation",800,Fix You
1391-A,1391-A,Problem,"constructive algorithms,math",800,Suborrays
1389-G,1389-G,Problem,"dfs and similar,dp,graphs,trees",2800,Directing Edges
1389-F,1389-F,Problem,"data structures,dp,graph matchings,sortings",2600,Bicolored Segments
1389-E,1389-E,Problem,"math,number theory",2200,Calendar Ambiguity
1389-D,1389-D,Problem,"brute force,greedy,implementation,math",2100,Segment Intersections
1389-C,1389-C,Problem,"brute force,dp,greedy,two pointers",1500,Good String
1389-B,1389-B,Problem,"brute force,dp,greedy",1600,Array Walk
1389-A,1389-A,Problem,"constructive algorithms,greedy,math,number theory",800,LCM Problem
1388-E,1388-E,Problem,"data structures,geometry,sortings",2700,Uncle Bogdan and Projections
1388-D,1388-D,Problem,"data structures,dfs and similar,graphs,greedy,implementation,trees",2000,Captain Flint and Treasure
1388-C,1388-C,Problem,"dfs and similar,greedy,math,trees",1800,Uncle Bogdan and Country Happiness
1388-B,1388-B,Problem,"greedy,math",1000,Captain Flint and a Long Voyage
1388-A,1388-A,Problem,"brute force,greedy,math,number theory",800,Captain Flint and Crew Recruitment
1387-C,1387-C,Problem,"*special,dp,shortest paths,string suffix structures",2900,Viruses
1387-B2,1387-B2,Problem,"*special,dfs and similar,trees",2500,Village (Maximum)
1387-B1,1387-B1,Problem,"*special,dp,greedy,trees",2100,Village (Minimum)
1387-A,1387-A,Problem,"*special,binary search,dfs and similar,dp,math,ternary search",2100,Graph
1386-C,1386-C,Problem,"*special,bitmasks,data structures,divide and conquer,dsu",2800,Joker
1386-B,1386-B,Problem,"*special,data structures,geometry,math,sortings",2900,Mixture
1386-A,1386-A,Problem,"*special,binary search,constructive algorithms,interactive",2700,Colors
1385-G,1385-G,Problem,"2-sat,dfs and similar,dsu,graphs,implementation",2300,Columns Swaps
1385-F,1385-F,Problem,"data structures,greedy,implementation,trees",2300,Removing Leaves
1385-E,1385-E,Problem,"constructive algorithms,dfs and similar,graphs",2000,Directing Edges
1385-D,1385-D,Problem,"bitmasks,brute force,divide and conquer,dp,implementation",1500,a-Good String
1385-C,1385-C,Problem,greedy,1200,Make It Good
1385-B,1385-B,Problem,greedy,800,Restore the Permutation by Merger
1385-A,1385-A,Problem,math,800,Three Pairwise Maximums
1384-B2,1384-B2,Problem,"constructive algorithms,dp,greedy,implementation",2200,Koa and the Beach (Hard Version)
1384-B1,1384-B1,Problem,"brute force,dp,greedy",1900,Koa and the Beach (Easy Version)
1384-A,1384-A,Problem,"constructive algorithms,greedy,strings",1200,Common Prefixes
1383-F,1383-F,Problem,"flows,graphs",3200,Special Edges
1383-E,1383-E,Problem,"combinatorics,data structures,dp",2800,Strange Operation
1383-D,1383-D,Problem,"brute force,constructive algorithms,graphs,greedy,sortings",2800,Rearrange
1383-C,1383-C,Problem,"bitmasks,dp,graphs,trees",3100,String Transformation 2
1383-B,1383-B,Problem,"bitmasks,constructive algorithms,dp,games,greedy,math",1900,GameGame
1383-A,1383-A,Problem,"dsu,graphs,greedy,sortings,strings,trees,two pointers",1700,String Transformation 1
1382-B,1382-B,Problem,"dp,games",1100,Sequential Nim
1382-A,1382-A,Problem,brute force,800,Common Subsequence
1381-E,1381-E,Problem,"geometry,math,sortings",3300,Origami
1381-D,1381-D,Problem,"dfs and similar,dp,greedy,trees,two pointers",3000,The Majestic Brown Tree Snake
1381-C,1381-C,Problem,"constructive algorithms,graph matchings,greedy,implementation,sortings,two pointers",2500,Mastermind
1381-B,1381-B,Problem,dp,1800,Unmerge
1381-A2,1381-A2,Problem,"constructive algorithms,data structures,implementation,strings,two pointers",1700,Prefix Flip (Hard Version)
1381-A1,1381-A1,Problem,"constructive algorithms,data structures,strings",1300,Prefix Flip (Easy Version)
1380-G,1380-G,Problem,"greedy,math,probabilities",2600,Circular Dungeon
1380-F,1380-F,Problem,"data structures,dp,matrices",2600,Strange Addition
1380-E,1380-E,Problem,"data structures,dsu,implementation,trees",2300,Merging Towers
1380-D,1380-D,Problem,"constructive algorithms,greedy,implementation,math,two pointers",2000,Berserk And Fireball
1380-C,1380-C,Problem,"brute force,dp,greedy,implementation,sortings",1400,Create The Teams
1380-B,1380-B,Problem,greedy,1400,Universal Solution
1380-A,1380-A,Problem,"brute force,data structures",900,Three Indices
1379-F2,1379-F2,Problem,"data structures,divide and conquer",2800,Chess Strikes Back (hard version)
1379-F1,1379-F1,Problem,"binary search,data structures",2700,Chess Strikes Back (easy version)
1379-E,1379-E,Problem,"constructive algorithms,divide and conquer,dp,math,trees",2800,Inverse Genealogy
1379-D,1379-D,Problem,"binary search,brute force,data structures,sortings,two pointers",2300,New Passenger Trams
1379-C,1379-C,Problem,"binary search,brute force,data structures,dfs and similar,dp,greedy,sortings,two pointers",2000,Choosing flowers
1379-B,1379-B,Problem,"binary search,brute force,math,number theory",1500,Dubious Cyrpto
1379-A,1379-A,Problem,"brute force,implementation,strings",1500,Acacius and String
1375-I,1375-I,Problem,"geometry,math,matrices,number theory",3500,Cubic Lattice
1375-H,1375-H,Problem,"constructive algorithms,divide and conquer",3300,Set Merging
1375-G,1375-G,Problem,"brute force,constructive algorithms,dfs and similar,graph matchings,graphs,trees",2800,Tree Modification
1375-F,1375-F,Problem,"constructive algorithms,games,interactive,math",2600,Integer Game
1375-E,1375-E,Problem,"constructive algorithms,greedy,sortings",2500,Inversion SwapSort
1375-D,1375-D,Problem,"brute force,constructive algorithms,sortings",1900,Replace by MEX
1375-C,1375-C,Problem,"constructive algorithms,data structures,greedy",1400,Element Extermination
1375-B,1375-B,Problem,"constructive algorithms,greedy",1200,Neighbor Grid
1375-A,1375-A,Problem,"constructive algorithms,math",1100,Sign Flipping
1374-F,1374-F,Problem,"brute force,constructive algorithms,implementation,sortings",2400,Cyclic Shifts Sorting
1374-E2,1374-E2,Problem,"data structures,greedy,implementation,sortings,ternary search,two pointers",2500,Reading Books (hard version)
1374-E1,1374-E1,Problem,"data structures,greedy,sortings",1600,Reading Books (easy version)
